"Name","id","Phone","Email","Website/Social Media","Neighborhood","Category","Pod","Latitude","Longitude","Address","Zip Code","Status","Special Accommodation Hours","Pickup Offered","Delivery Offered","Hours","Last Updated","Created time","Last Modified by","Source","Delivery/Pickup Notes","Admin Notes","Donate","Sub-Category","Outdoor Space","Indoor Seating","Type of Closing","SNAP/EBT"
"Apollo Express Laundromat",625,,,,"Greenpoint","Laundromat","6",40.72781,-73.95483,"155 Calyer Street","11222","Open",,,,"Wed: 8am-4pm / Sat-Sun: 7am-5pm / last wash at 3pm
","2020-05-27T19:01:40.000Z","2020-05-27T18:59:34.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission",,,,,,,,
"Dziupla",626,"718-388-6194",,"https://www.instagram.com/dziuplabkny/","North Williamsburg","Restaurant",,40.71755,-73.95819,"194 Bedford Ave.",,"Open",,"Yes","Yes","Daily: 12pm-9pm
","2020-05-27T19:14:04.000Z","2020-05-27T19:10:51.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Instagram","Call for pickup and delivery, or delivery via Postmates or Doordash. You can also order on their website: <https://www.dziuplabrooklyn.com/>
",,,"Polish",,,,
"Suzume",627,"(718) 486-0200","suzumebktogo@gmail.com","https://www.instagram.com/suzumebk/","East Williamsburg","Restaurant",,40.7132,-73.94941,"545 Lorimer St.",,"Open",,"Yes","Yes","Thu-Sat: 2pm-8pm
","2020-05-27T19:18:10.000Z","2020-05-27T19:14:47.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location","To order, call or email suzumebktogo@gmail.com, write in phone number & pick up time. Cash only or Venmo @suzume-brooklyn. Delivery range is 1 mile, $25 minimum.
",,,"Japanese,Sushi",,,,
"Lella Alimentari",628,"(718) 599-2625",,"https://www.instagram.com/lellalimentari/","East Williamsburg","Coffee Shop",,40.71484,-73.94654,"116 Conselyea Street",,"Open",,"Yes","No","Daily: 9am-10pm
","2020-05-28T16:25:40.000Z","2020-05-28T16:24:14.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location",,,,"Italian",,,,
"Ainslie",629,,,"https://ainsliebk.com","South Williamsburg","Restaurant","26",40.71246,-73.95196,"76 Ainslie Street",,"Open",,"Yes","Yes","Tues-Sun: 4pm-9pm
","2020-05-28T17:51:41.000Z","2020-05-28T17:46:07.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission","Order through their website, call or order via Caviar.
",,,"Pizzeria,Italian",,,,
"Xian Famous Foods",630,"(212) 786-2068",,"https://www.instagram.com/xianfoods/","Greenpoint","Restaurant","12",40.72438,-73.95082,"648 Manhattan Avenue","11222","Closed",,"No","No","
","2020-06-11T12:36:38.000Z","2020-05-29T16:33:01.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","This location has permanently closed.
","
",,"Chinese",,,"Permanent: Covid",
"Taste of Heaven",631,"(718) 576-3146",,"https://www.instagram.com/tasteofheavenbk/","East Williamsburg","Restaurant",,40.71714,-73.94054,"251 Jackson Street",,"Open",,"Yes",,,"2020-06-03T14:15:22.000Z","2020-06-03T14:09:42.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Word of mouth","Call for today's menu and to place an order.
",,,"Soul Food,Caribbean",,,,
"Amarin Cafe",632,,,"https://www.amarincafenyc.com/","Greenpoint","Restaurant","12",40.723484,-73.95078,"617 Manhattan Ave. Brooklyn, NY 11222","11222","Open",,"Yes","Yes","Daily: 1pm-8pm
","2020-06-10T23:20:58.000Z","2020-06-10T23:18:52.000Z","{""id"":""usrsJTECkaouCgZg4"",""email"":""zhi@beta.nyc"",""name"":""Zhi He""}","Submission",,,,"Thai",,,,
"Uncle Louie G's",633,"(718) 354 – 5777",,,"East Williamsburg","Restaurant",,40.71465,-73.94446,"341 Graham Avenue",,"Open",,"Yes","No",,"2020-06-11T12:42:33.000Z","2020-06-11T12:40:45.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location",,,,"Ice Cream Parlor",,,,
"Mother's",634,"(718) 384-7778",,"instagram.com/mothersburgers","East Williamsburg","Restaurant",,40.71485,-73.94474,"347 Graham Avenue",,"Open",,,,"Tues-Sun: 2pm-11pm
","2020-08-26T00:37:00.000Z","2020-06-11T12:43:13.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Donation link last checked 9/7/20; Have to confirm hours are in fact daily -AR 8/25/20
","https://www.gofundme.com/f/mother039s-covid19-relief","American,Bar","Sidewalk Seating,Backyard/Open Space",,,
"Not Today Maybe Tomorrow",635,"(347) 763-0591",,"https://www.instagram.com/nottodaymaybetomorrowtavern/","East Williamsburg","Bar",,40.71456,-73.94439,"749 Metropolitan Avenue","11211","Open",,"Yes",,,"2020-06-11T12:47:00.000Z","2020-06-11T12:45:34.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Location",,,,,,,,
"Bushwick Country Club",636,"(718) 388-2114","john@bushwickcountryclub.com","https://www.instagram.com/bushwick_country_club/","East Williamsburg","Bar",,40.71075,-73.95052,"518 Grand Street",,"Open",,"Yes","No","Daily: 1pm-8pm
","2020-06-29T18:29:17.000Z","2020-06-12T20:42:12.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location",,"Donation Link Last Checked 9/7/20 AR
","https://www.gofundme.com/f/staff-relief-for-bushwick-country-club-staff/",,,,,
"Greenery Unlimited",637,"646.543.3797","INFO@GREENERYUNLIMITED.CO","https://www.instagram.com/greeneryunlimited/","Greenpoint","Other",,40.7294,-73.95924,"91 West St., Brooklyn","11222","Open",,,"Yes","Tues-Fri: 12pm-7pm / Sat: 11am-7pm / Sun: 11am-6pm / Mon: Closed
","2020-07-06T13:47:41.000Z","2020-06-13T16:50:23.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Instagram","We offer in-store and sidewalk shopping six days a week. Customers can also place orders through our online store for in-store pickup or delivery to the NY area. In-store pickup is available 6 days a week, orders take 48 hours to be processed before pickup
",,,"Gardening",,,,
"Flying Squirrel",639,,"info@flyingsquirrelbaby.com/","https://www.instagram.com/flyingsquirrelbk/","Greenpoint","Retail",,40.7278,-73.95724,"87 Oak St","11222","Closed",,,,,"2020-08-12T16:23:48.000Z","2020-06-13T17:17:11.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram/Location",,"
",,,,,"Permanent: Covid",
"Line & Label",640,"(347) 384-2678","info@lineandlabel.com","https://www.lineandlabel.com/","Greenpoint","Retail",,40.72247,-73.94975,"568 Manhattan Ave","11222","Open",,"Yes",,,"2020-06-30T17:51:39.000Z","2020-06-13T17:37:52.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Order online for pickup
",,,"Clothing",,,,
"WORD",641,"718-383-0096","BROOKLYN@WORDBOOKSTORES.COM","https://www.wordbookstores.com","Greenpoint","Retail","6",40.72907,-73.95719,"126 Franklin Street","11222","Open",,"Yes","Yes","Daily: 11am-5pm
","2020-10-07T20:35:14.000Z","2020-06-13T18:01:28.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Website/Instagram","
",,,"Bookstore",,,,
"Alter",642,"(718) 349-0203","Customerservice@alterbrooklyn.com","https://alterbrooklyn.com","Greenpoint","Retail","6",40.729625,-73.957386,"140 Franklin Street","11222","Open",,"Yes","Yes","Daily: 11am-5pm
","2020-10-15T17:29:27.000Z","2020-06-13T19:51:59.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location/Instagram","
",,,"Clothing,Homeware",,,,
"Lockwood",643,"(917) 909-0532","hello@lockwoodshop.com","https://www.instagram.com/lockwoodshop/","Greenpoint","Other",,40.730104,-73.956367,"98 Greenpoint Ave.","11222","Open",,"Yes","Yes","Daily: 12pm-4pm
","2020-06-13T22:54:38.000Z","2020-06-13T19:59:22.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Website","Order online for curbside pickup or shipping
",,,,,,,
"Zoe's Beauty",644,"(718)383-7400","zoesbeautyinfo@gmail.com","https://www.randco.com/?rfsn=3983045.b3fbdc","Greenpoint","Other",,40.730259,-73.955423,"119 Greenpoint Ave.","11222","Open",,"Yes","Yes","Tues-Fri:10am-5pm
","2020-06-13T22:54:39.000Z","2020-06-13T20:04:19.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Instagram","Order via phone or Instagram DM for curbside pickup
",,,,,,,
"Manhattan Cleaners",645,"(212) 744-9540",,,"Greenpoint","Laundromat",,40.730308,-73.954479,"905 Manhattan Ave","11222","Open",,"Yes",,"Mon-Sat: 9:30am-5pm
","2020-06-13T22:55:12.000Z","2020-06-13T20:13:23.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location","Walk-in. Wash and fold, dry cleaning — no self-operated machines
","
",,,,,,
"Save-Rite Discount Wine & Liquor",646,"(718) 389-4520",,"https://www.wines4today.com","Greenpoint","Liquor Store/Distillery",,40.73043,-73.954543,"907 Manhattan Ave","11222","Open",,"Yes",,"Mon-Wed: 10am-9pm / Thurs-Sat: 10am-10pm / Sun: 12pm-9pm
","2020-06-13T22:55:00.000Z","2020-06-13T20:21:20.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location","Walk-in
",,,,,,,
"Nature's Cove",647,"(718) 609-0021",,"https://www.instagram.com/naturescove.bk/","Greenpoint","Health and Wellness",,40.730535,-73.954532,"911 Manhattan Ave","11222","Open",,"Yes",,"Mon-Fri: 10:30am-7pm / Sat: 10:30am-6pm / Sun: 10:30am-4pm
","2020-06-13T22:55:02.000Z","2020-06-13T20:24:15.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location","Walk-in
",,,,,,,
"Local Color",649,,,"https://shoplocalcolornyc.com","Greenpoint","Other",,40.732487,-73.95789,"206 Franklin St. ","11222","Open",,"Yes","Yes","Mon-Fri: 12pm-4pm
","2020-06-13T22:54:41.000Z","2020-06-13T20:42:11.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Website","Order online for pickup or shipping
",,,,,,,
"Maha Rose",650,"(718) 757-2758"," info@maharose.com","https://www.maharose.com","Greenpoint","Health and Wellness",,40.733608,-73.957536,"97 Green St.","11222","Closed",,"No","No",,"2020-08-25T22:09:04.000Z","2020-06-13T20:46:45.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Business Submission 8/13/20","
","
",,,,,"Permanent: Covid",
"Smallhome",651,,"smallhome.studio@gmail.com","https://www.smallhomebk.com","Greenpoint","Other",,40.734299,-73.957686,"100 Freeman St.","11222","Open",,"Yes","Yes","Sat-Sun: 10am-2pm
","2020-06-14T16:05:21.000Z","2020-06-13T20:52:28.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location/Instagram","Sporadic sidewalk kiosk, order online for shipping
","
",,,,,,
"Macha Studio",652,"(347) 556-4871 ","shop@machastudio.com","https://machastudio.com","Greenpoint","Other",,40.730926,-73.957933,"135 Franklin St.","11222","Open",,"Yes","Yes","Thurs-Sun: 12pm-7pm
","2020-06-13T22:54:47.000Z","2020-06-13T21:00:51.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location/Website","Buy online, pickup curbside
",,,,,,,
"Fabco Shoes",653,"(718) 383-2932",,,"Greenpoint","Other",,40.723992,-73.95329,"795 Manhattan Ave","11222","Open",,"Yes",,"Sun-Thurs: 10am-7pm / Fri-Sat: 10am-7:30pm
","2020-06-14T17:28:37.000Z","2020-06-13T21:21:06.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,,,,,
"DII Stores",654,"(718) 383-0130",,"https://www.diistores.com","Greenpoint","Other",,40.727202,-73.952967,"775 Manhattan Ave","11222","Open",,"Yes",,"Mon-Sat: 9:30am-8pm / Sun: 10am-7pm
","2020-06-14T17:32:40.000Z","2020-06-14T17:28:38.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,,,,,
"T-Mobile",655,"(718) 389-6180",,"https://www.t-mobile.com/store-locator/ny/brooklyn/manhattan-ave-meserole-st","Greenpoint","Other",,40.727161,-73.952876,"771 Manhattan Ave","11222","Open",,"Yes",,"Mon-Thurs: 10am-7pm / Fri-Sat: 10am-8pm / Sun: 11am-6pm
","2020-06-14T17:35:41.000Z","2020-06-14T17:32:44.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location/Website",,,,,,,,
"Z & J Wines",656,"(718) 383-6818",,,"Greenpoint","Liquor Store/Distillery",,40.726767,-73.952689,"761 Manhattan Ave","11222","Open",,"Yes","Yes",,"2020-10-15T17:57:19.000Z","2020-06-14T17:36:08.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location",,,,,,,,
"Mattress Firm",657,"(718) 383-1218",,,"Greenpoint","Other",,40.726698,-73.952683,"759 Manhattan Ave","11222","Open",,"Yes",,,"2020-10-15T17:57:27.000Z","2020-06-14T17:41:00.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location","By appointment only
",,,,,,,
"Lian Fa General Discount",658,"(718) 389-2568",,,"Greenpoint","Other",,40.726633,-73.952646,"757 Manhattan Ave","11222","Open",,"Yes",,,"2020-06-14T17:45:13.000Z","2020-06-14T17:43:21.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,,,,,
"MTV Appliances",659,"(718) 383-7110",,,"Greenpoint","Other",,40.72647,-73.952555,"747 Manhattan Ave","11222","Open",,"Yes",,"Mon-Sat: 11am-7pm / Sun: 12pm - 5pm
","2020-06-14T17:48:39.000Z","2020-06-14T17:45:28.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,,,,,
"Marco Polo Shoes",660,"(718) 349-6644","Marc@Marcopoloinc.com","https://marcopoloinc.com","Greenpoint","Other",,40.72612,-73.952323,"729 Manhattan Ave","11222","Open",,"Yes",,,"2020-06-14T17:52:00.000Z","2020-06-14T17:46:30.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,,,,,
"Greenpoint Florist",661,"(718) 389-1717","greenpointfloral@aol.com","https://greenpointfloral.com","Greenpoint","Other",,40.725531,-73.952016,"703 Manhattan Ave","11222","Open",,"Yes","Yes","Mon-Sat: 10am-4pm / Sun: closed
","2020-06-14T17:57:48.000Z","2020-06-14T17:54:10.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,"Gardening",,,,
"Super Saver Discount Center",662,,,,"Greenpoint","Other",,40.724881,-73.951636,"679 Manhattan Ave","11222","Open",,"Yes",,,"2020-06-14T18:00:00.000Z","2020-06-14T17:57:53.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,,,,,
"Burson Reynolds",663,"(917) 909-1194","Ashley@bursonandreynolds.com","https://www.instagram.com/bursonreynolds/","Greenpoint","Other",,40.724263,-73.951298,"649 Manhattan Ave","11222","Open",,"Yes","Yes","Tues-Sat: 11am-3pm
","2020-10-15T17:57:30.000Z","2020-06-14T18:00:05.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Location/Website","Taking appointments and email requests for pickup. Email ashley@bursonreynolds.com or DM on Instagram. Some items can also be ordered and shipped via the website.
",,,,,,,
"World Vape & Cigars",664,"(917) 909-0420",,"https://www.instagram.com/world_vape_n_cigars_crop/","Greenpoint","Other",,40.724324,-73.951293,"651 Manhattan Ave","11222","Open",,"Yes",,,"2020-06-14T18:08:26.000Z","2020-06-14T18:07:06.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,,,,,
"Awoke Vintage (Manhattan Ave)",665,"718- 349-5925","hello@awokevintage.com","https://www.instagram.com/awokevintagebrooklyn/","Greenpoint","Retail",,40.725198,-73.951443,"688 Manhattan Ave","11222","Open",,"No","Yes",,"2020-06-30T17:50:24.000Z","2020-06-14T18:10:11.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Selling via Instagram stories and sporadic curbside pop-up. Shipping via website.
",,,"Clothing",,,,
"Awoke Vintage (North 5th)",666,"718-387-3130","hello@awokevintage.com","https://www.instagram.com/awokevintagebrooklyn/","North Williamsburg","Retail",,40.71678,-73.95919,"132 North 5th Street","11249","Open",,"No","Yes",,"2020-06-30T17:50:36.000Z","2020-06-14T18:14:24.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Selling via Instagram stories and sporadic curbside pop-up. Shipping via website.
",,,"Clothing",,,,
"Awoke Vintage (Bedford Ave)",667,"929- 397-3378","hello@awokevintage.com","https://www.instagram.com/awokevintagebrooklyn/","Greenpoint","Retail",,40.723815,-73.951481,"16 Bedford Ave","11222","Open",,"No","Yes",,"2020-06-30T17:50:03.000Z","2020-06-14T18:14:26.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","Selling via Instagram stories and sporadic curbside pop-up. Shipping via website.
",,,"Clothing",,,,
"Belief",668,"(718) 210-3176",,"https://www.instagram.com/beliefnyc/","Greenpoint","Other",,40.72346,-73.95111,"76 Nassau Ave","11222","Open",,"Yes","Yes","Daily: 12pm-4pm
","2020-06-14T18:22:00.000Z","2020-06-14T18:18:04.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location","Same-day curbside pickup on web orders, shipping via website
","
",,,,,,
"Dunne's Polemost Liquors",669,"718-3831616",,"https://www.facebook.com/dunnespolemostliquors/","Greenpoint","Liquor Store/Distillery",,40.72537,-73.95156,"698 Manhattan Ave","11222","Open",,"Yes",,"Mon-Sat: 9am-8pm / Sun: 12pm-8pm
","2020-06-14T18:31:09.000Z","2020-06-14T18:26:44.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,,,,,
"Dollar Up",670,"(718) 383-0008",,,"Greenpoint","Other",,40.722187,-73.949875,"712 Manhattan Ave","11222","Open",,"Yes",,"Mon-Sat: 9:30am-9pm / Sun: 10am-8pm
","2020-06-14T18:36:20.000Z","2020-06-14T18:31:34.000Z","{""id"":""usrzmjXCviNJI9rig"",""email"":""adrianne.jeffries@gmail.com"",""name"":""Adrianne Jeffries""}","Location",,,,,,,,
"Móle",672,,,"http://www.molenyc.com/","North Williamsburg","Restaurant",,40.71885,-73.96352,"178 Kent Avenue","11249","Open",,"Yes","Yes","Daily: 12pm-9pm
","2020-06-18T22:56:03.000Z","2020-06-18T22:54:05.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Submission",,,,"Mexican",,,,
"Tula, Plants & Design",673,,,"https://www.instagram.com/tulahouse/","Greenpoint","Other",,40.72633,-73.95514,"59 Meserole Avenue","11222","Open",,"Yes","Yes","Wed-Sat: 12pm-5pm
","2020-06-23T20:48:48.000Z","2020-06-18T22:56:53.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Submission","Curbside sales Wed-Sat 12pm-5pm. Online store available for delivery, shipping and pickup.
",,,"Gardening",,,,
"Treehouse",674,"(718) 482-TREE ",,"https://www.instagram.com/treehousebrooklyn/","East Williamsburg","Other",,40.71778,-73.94463,"430 Graham Avenue",,"Open",,"Yes","Yes","Thu-Sun
","2020-06-22T17:01:10.000Z","2020-06-22T16:57:38.000Z","{""id"":""usrhuKQ7QCL5IRzb0"",""email"":""meganificent@gmail.com"",""name"":""Megan Penmann""}","Instagram/Location","Open Thurs-Sun. Delivery on Etsy - <https://www.etsy.com/shop/treehousebrooklyn>
",,,,,,,
"Ore Bar",675,,"info@orebar.com","https://www.instagram.com/orebar/","South Williamsburg","Bar","25",40.71193,-73.94422,"277 Graham Avenue","11211","Open",,"Yes","No","Wed-Sun: 4pm-11pm
","2020-10-14T19:59:46.000Z","2020-06-22T23:55:25.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram","To-go bar drinks and tamales
",,,"Mexican",,"No",,
"Grand Republic",677,,,"https://www.instagram.com/grandrepubliccocktail/","Greenpoint","Bar","6",40.72992,-73.96002,"19 Greenpoint Avenue",,"Open",,"Yes","No","Daily: 2pm-11pm
","2020-07-16T23:10:28.000Z","2020-06-23T00:37:49.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,,,,"Street Seating",,,
"Basik",678,,,"https://www.instagram.com/basikbrooklyn/","East Williamsburg","Bar",,40.71397,-73.94459,"323 Graham Avenue","11211","Open",,"Yes","No","Sat-Sun: 2pm-12am
","2020-10-05T19:02:03.000Z","2020-06-23T00:46:40.000Z","{""id"":""usrwcAtbzYWv8hBG1"",""email"":""margara.sees@gmail.com"",""name"":""Ari R""}","Instagram",,"Reopened from its quarantine closure 10/1/20 -AR
",,,"Backyard/Open Space","Yes",,
